Device_Version,Description,Max_Char,TR,EN,RU,UKR,FR,SL
1003,1003,1003,1003,1003,1003,1003,1003,1003
2011,2011,2011,2011,2011,2011,2011,2011,2011
1000,#MSG_GROUP_SUPPLY#,7,Besleme,Power  ,Питание,Живл.,Power,NAPAJAN
1000,#MSG_GROUP_SUPPLY#,7,Sensor ,Sensor ,Датчик,Датчик,Capteur,SENZOR
1000,#MSG_GROUP_PHASE#,4,Vr =,Vr =,Vr =,Vr =,Vr =,Vr =
1000,#MSG_GROUP_PHASE#,4,Vs =,Vs =,Vs =,Vs =,Vs =,Vs =
1000,#MSG_GROUP_PHASE#,4,Vt =,Vt =,Vt =,Vt =,Vt =,Vt =
1000,#MSG_GROUP_PHASE#,4,Fr =,Fr =,Fr =,Fr =,Fr =,Fr =
1000,#MSG_GROUP_COMPSTATE#,12,DURACAK,STOPPING,Остановка,Зупинка,ARRET,ZASTAVENIE
1000,#MSG_GROUP_COMPSTATE#,12,IC BAS.YUKS.,HIGH INT.PR.,Выс вх. давл,Вис вх. тиск,PR.INT.HT,VYS VNUT TLA
1000,#MSG_GROUP_COMPSTATE#,12,ON ISITMA BO,PREHEAT OFLD,ПреднагрРазг,ПопереднагрР,OFLD PRECHAU,PREDH V ODLA
1000,#MSG_GROUP_COMPSTATE#,12,ON ISITMA YU,PREHEAT ONLD,ПреднагрНагр,ПопереднагрН,ONLD PRECHAU,PREDH V ZATA
1000,#MSG_GROUP_COMPSTATE#,12,CALISMA GCKM,START DELAY,Задерж пуска,ЗатримкаПуск,DELAI DEMARR,ONESKR START
1000,#MSG_GROUP_COMPSTATE#,12,BOSTA,IDLE,Пусто,Пусто,IDLE,VOLNOBEH
1000,#MSG_GROUP_COMPSTATE#,12,HAVA TAHLIYE,DISCHARGE,Разгрузка,Розвант,DECHARGE,ODLAHCENIE
1000,#MSG_GROUP_COMPSTATE#,12,DURUYOR,READY,Остановлен,Зупинений,PRET,PRIPRAVENY
1000,#MSG_GROUP_COMPSTATE#,12,YUKE GECIYOR,ON LOADING,В загрузке,В завант,EN C. DE CH.,PRECH DO ZTZ
1000,#MSG_GROUP_COMPSTATE#,12,YUKTE,ONLOAD,Загрузка,Завант,EN CHARGE,V ZATAZENI
1000,#MSG_GROUP_COMPSTATE#,12,BOSTA,IDLE,Пусто,Пусто,IDLE,VOLNOBEH
1000,#MSG_GROUP_COMPSTATE#,12,BOSTA,IDLE,Пусто,Пусто,IDLE,VOLNOBEH
1000,#MSG_GROUP_COMPSTATE#,12,Oto. Bekleme,Auto Waiting,Авто ожидан,Авто Очік,Attente Auto,POHOTO REZIM
1000,#MSG_GROUP_COMPSTATE#,12,Motor Yolver,Motor Start,Старт двиг.,СтартДвигун,Dem. Moteur,START MOTORA
1000,#MSG_GROUP_COMPSTATE#,12,BOSTA (S.Kalkis),IDLE (SSL)      ,Мак кол пуск,Макс кіл.зап,IDLE (SSL),VOLNOBEH SSL
1000,#MSG_GROUP_PARAMS#,14,Basinc,Pressure,Давление,Тиск,Pression,TLAK
1000,#MSG_GROUP_PARAMS#,14,Zamanlama,Timer,Таимер,Таймер,Timer,CASOVAC
1000,#MSG_GROUP_PARAMS#,14,Dijital Giris,Digital Inputs,Цифр. входы,Цифр. Входи,Entrees Numer.,DIGITAL VSTUPY
1000,#MSG_GROUP_PARAMS#,14,Dijital Cikis,Dig. Outputs,Цифр выходы,Цифр.Виходи,Sorties Numer.,DIGITAL VYSTPY
1000,#MSG_GROUP_PARAMS#,14,Bakim Sureleri,Maint. Timer,Таимеры ТО,Таймери ТО,Maint. Timer,CASOVAC UDRZBY
1000,#MSG_GROUP_PARAMS#,14,Kalibrasyon,Calibration,Калибровка,Калібруван,Calibrage,KALIBRACIA
1000,#MSG_GROUP_PARAMS#,14,Sicaklik,Temperature,Температура,Температура,Temperature,TEPLOTA
1000,#MSG_GROUP_PARAMS#,14,Sebeke,Mains,Питание сети,Живлення,Reseau,SIET NAPAJANIE
1000,#MSG_GROUP_PARAMS#,14,Genel Ayarlar,General Set.,Общие настр.,Загальні нал,Config. Gener.,VSEOB. NASTAV.
1000,#MSG_GROUP_PARAMS#,14,Invertor Ayar,Inverter Sets.,инвертор настр.,Інвертор нал,Conf. Invers.,NASTAV. MENICA
2004,#MSG_GROUP_PARAMS#,14,Par. Kontrol,Par. Control,Par. Control,Пар.Контроль,Controle Par.,Contrôle Par.
1006,#MSG_GROUP_PRESS#,16,Basinc Sens. Tip ,Press.Sensor Typ,Тип датчи. давл.,Тип датчик тис.,Typ. Capt.Press.,TYP SNIMACA TLAK
1006,#MSG_GROUP_PRESS#,5,P001>,P001>,P001>,P001>,P001>,P001>
1000,#MSG_GROUP_PRESS#,16,Bosa Gecme Bsn. ,Stop Pressure   ,Давл. остан.,Тиск зупинки,Pression Arret,VYPINACI TLAK
1000,#MSG_GROUP_PRESS#,5,P002>,P002>,P002>,P002>,P002>,P002>
1000,#MSG_GROUP_PRESS#,16,Yuke Gecme Bsn.,Start Pressure ,Давл. пуска,Тиск запуск,Pression Demarr.,SPINACI TLAK
1000,#MSG_GROUP_PRESS#,5,P003>,P003>,P003>,P003>,P003>,P003>
1000,#MSG_GROUP_PRESS#,16,Cikis Bsn. Alarm,High Press.Alarm,Трев. Выс. Давл,Трив. Вис. Тиск  ,Alm Press. Ht,ALARM-VYSOK TLAK
1000,#MSG_GROUP_PRESS#,5,P004>,P004>,P004>,P004>,P004>,P004>
1000,#MSG_GROUP_PRESS#,16,Cikis Bsn. Uyari,High Press. Warn ,Предуп. Выс Давл,Попер. Вис. Тиск,Attn Press. Ht,VAROV-VYSOK TLAK
1000,#MSG_GROUP_PRESS#,5,P005>,P005>,P005>,P005>,P005>,P005>
1000,#MSG_GROUP_PRESS#,16,ic Bsn Sensor ,2nd Press.Sensor ,2-и датчик давл.,2-й датчик тиску,Capt. 2nd Press.,2.TLAKOVY SNIMAC
1000,#MSG_GROUP_PRESS#,5,P006>,P006>,P006>,P006>,P006>,P006>
1000,#MSG_GROUP_PRESS#,16,Min Ic Bas Bsn.,Min Int. Press.,Внутрн. Давление,Внутрішній тиск,Press. Min. Int.,MIN.VNUTORN TLAK
1000,#MSG_GROUP_PRESS#,5,P007>,P007>,P007>,P007>,P007>,P007>
1000,#MSG_GROUP_PRESS#,16,Ic Bsn. Ariza  ,H.Int.Pres.Alarm,Трев. Выс. Внут,Трив.Вис.ВнутрТ,Alm Pres.Int. Ht,ALRM-VNUTOR TLAK
1000,#MSG_GROUP_PRESS#,5,P008>,P008>,P008>,P008>,P008>,P008>
1000,#MSG_GROUP_PRESS#,16,Ic Bsn. Uyari  ,H.Int.Press.Warn,Предуп Выс Внут,Попер.Вис.ВнутТ,Attn Pres.Int.Ht,VAROVA-VNUT TLAK
1000,#MSG_GROUP_PRESS#,5,P009>,P009>,P009>,P009>,P009>,P009>
1000,#MSG_GROUP_PRESS#,16,Basinc Birim    ,Pressure Unit  ,Измер. Давления,Одиниця тиску.,Unite Pression  ,TLAKOVA JEDNOTKA
1000,#MSG_GROUP_PRESS#,5,P010>,P010>,P010>,P010>,P010>,P010>
1000,#MSG_GROUP_PRESS#,16,Basinc Farki Arz,DeltaPress Alarm,Трев разн. Давл.,Трив різн. Тиск,Alm DeltaPress,ALRM-ROZDIE TLAK
1000,#MSG_GROUP_PRESS#,5,P011>,P011>,P011>,P011>,P011>,P011>
1000,#MSG_GROUP_PRESS#,16,Basinc Farki Uyr,DeltaPress Warn ,Пред разн. Давл.,Попер.Різн.Тиск,Attn DeltaPress,VAROV-ROZDI TLAK
1000,#MSG_GROUP_PRESS#,5,P012>,P012>,P012>,P012>,P012>,P012>
1000,#MSG_GROUP_PRESS#,16,Yeterlilik Bsn. ,SufficiencyPress,Достато.давление,Достатній тиск,PressSuffisance,DOSTATOCNY TLAK
1000,#MSG_GROUP_PRESS#,5,P013>,P013>,P013>,P013>,P013>,P013>
1000,#MSG_GROUP_PRESS#,16,Stand. Bsn Yukle,Stand.Press Load,Выбор.Уров.Давл.,Вибір рівняТиск,Ch. Press. Std,NOMINALNY TLAK
1000,#MSG_GROUP_PRESS#,5,P014>,P014>,P014>,P014>,P014>,P014>
1000,#MSG_GROUP_TIME#,16,Baslama Gecikme.,Start Delay,Задержка запуска,Затримка запуск,Delai de Demarr.,ONESKORENI START
1000,#MSG_GROUP_TIME#,5,P021>,P021>,P021>,P021>,P021>,P021>
1000,#MSG_GROUP_TIME#,16,Durma Suresi    ,Stopping Time   ,Время остановки,Час зупинки,Temps d'Arret,CAS ZASTAVENIA
1000,#MSG_GROUP_TIME#,5,P022>,P022>,P022>,P022>,P022>,P022>
1000,#MSG_GROUP_TIME#,16,Hava Tahliye   ,Discharge   ,Сброс воздуха,Скидання повітр,Decharge,ODLAHCENIE
1000,#MSG_GROUP_TIME#,5,P023>,P023>,P023>,P023>,P023>,P023>
1000,#MSG_GROUP_TIME#,16,YuktenOnceBekle,Delay For Load    ,Задержка загруз,Затримка завант,Delai de Charge,CAS DO ZATAZE
1000,#MSG_GROUP_TIME#,5,P024>,P024>,P024>,P024>,P024>,P024>
1000,#MSG_GROUP_TIME#,16,Tekrar YukeGecme,PassAgain Onload,НагрНаХолХоду,НавантНаХолХоді,Rep. Charg.,OPATOVNE ZATAZEN
1000,#MSG_GROUP_TIME#,5,P025>,P025>,P025>,P025>,P025>,P025>
1000,#MSG_GROUP_TIME#,16,Otomatik Bekleme,Auto Waiting ,Авто ожидание,Авто очікування,Attente Auto,PRIPRAVENY
1000,#MSG_GROUP_TIME#,5,P026>,P026>,P026>,P026>,P026>,P026>
1000,#MSG_GROUP_TIME#,16,Elektrik Kesinti,Power Cut       ,Откл питания,Вимк живлення,Coupure Courant,VYPNUT NAPAJANIA
1000,#MSG_GROUP_TIME#,5,P027>,P027>,P027>,P027>,P027>,P027>
1000,#MSG_GROUP_TIME#,16,Yildiz Suresi   ,Star Duration   ,Продолж. Звезды,Тривалість зірк,Duree Star,CAS ROZBEHU
1000,#MSG_GROUP_TIME#,5,P028>,P028>,P028>,P028>,P028>,P028>
1000,#MSG_GROUP_TIME#,16,Ana Kontak      ,Main Contactor ,Главн. Контактор,Головн. Контакт,Contact. Princ.,HLAVNY STYKAC
1000,#MSG_GROUP_TIME#,5,P029>,P029>,P029>,P029>,P029>,P029>
1000,#MSG_GROUP_TIME#,16,Ucgen Gecis     ,Delta Transition,Перех на треугол,Перехід на трик,Transition Delta,PRECH.HV.-TROJ.
1000,#MSG_GROUP_TIME#,5,P030>,P030>,P030>,P030>,P030>,P030>
1000,#MSG_GROUP_TIME#,16,On isitma Yukte ,Preheat Onload  ,Подогрев в загру,Підігрів в зав,Charg. Prechauf.,PREDOH. ZATAZENY
1000,#MSG_GROUP_TIME#,5,P031>,P031>,P031>,P031>,P031>,P031>
1000,#MSG_GROUP_TIME#,16,On isitma Bosta ,Preheat Idle    ,Подогр в хол ход,Підігрів в ХХ,Idle Prechauffe,PREDOHR.VOLNOBEH
1000,#MSG_GROUP_TIME#,5,P032>,P032>,P032>,P032>,P032>,P032>
1000,#MSG_GROUP_TIME#,16,Cikis Bsn. Ariza,High Press Alarm,Тревг давлен лин,Тривог вис тиск,Alarme Press. Ht,ALRM-VYSOKY TLAK
1000,#MSG_GROUP_TIME#,5,P033>,P033>,P033>,P033>,P033>,P033>
1000,#MSG_GROUP_TIME#,16,Ic Bsn. Ariza  ,Int. Press Alarm,Тревг внут давл.,Тривог внутр т,Alm Press. Int.,ALRM-VNUTOR TLAK
1000,#MSG_GROUP_TIME#,5,P034>,P034>,P034>,P034>,P034>,P034>
1000,#MSG_GROUP_TIME#,16,Bsn Farki Ariza ,DeltaPress Alarm,Трев давл Дельты,Тривог тиск дел,Alm DeltaPress,ALARM-DIF. TL.
1000,#MSG_GROUP_TIME#,5,P035>,P035>,P035>,P035>,P035>,P035>
1000,#MSG_GROUP_TIME#,16,Fan Calisma Sure,Fan Working Time,Время раб вентил,Час роботи вент,Tps Fonct. Vent.,DOBA BEHU VENTIL
1000,#MSG_GROUP_TIME#,5,P036>,P036>,P036>,P036>,P036>,P036>
1000,#MSG_GROUP_TIME#,16,Kurutucu Suresi ,Dryer Duration  ,Продолж. Сушки,Тривалість осуш,Duree Sechage  ,DOBA BEHU SUSICK
1000,#MSG_GROUP_TIME#,5,P037>,P037>,P037>,P037>,P037>,P037>
1000,#MSG_GROUP_TIME#,16,Yeterlilik Geck.,Sufficiency     ,ЗадерПерепДавл,ЗатрПерепТиск,Suffisance,DOSTATOK
1000,#MSG_GROUP_TIME#,5,P038>,P038>,P038>,P038>,P038>,P038>
1000,#MSG_GROUP_TIME#,16,Korna Suresi    ,Horn Duration   ,Продол. Сигнала,Трив.сигналу,Duree Av. Sonore,DOBA TRVA SIRENY
1000,#MSG_GROUP_TIME#,5,P039>,P039>,P039>,P039>,P039>,P039>
1000,#MSG_GROUP_TIME#,16,Reserved,Reserved,Reserved,Reserved,Reserve,FUNKCIA
1000,#MSG_GROUP_TIME#,5,P040>,P040>,P040>,P040>,P040>,P040>
1017,#MSG_GROUP_TIME#,16,Booster Gecikme,Booster Delay,Booster Delay,Booster Delay,Delai Amplif.,ONESKORENIE
1017,#MSG_GROUP_TIME#,5,P041>,P041>,P041>,P041>,P041>,P041>
1000,#MSG_GROUP_INPUT#,16,DI  -Fonksiyon  ,DI  -Function,DI  -Функция,DI  -Функція,DI -Fonction,DI -FUNKCIA
1000,#MSG_GROUP_INPUT#,5,P   >,P   >,P   >,P   >,P   >,P   >
1000,#MSG_GROUP_INPUT#,11,DI  -Gecikme    ,DI  -Delay      ,DI  -Задержка,DI  -Затримка,DI -Delai,DI -ONESKOR
1000,#MSG_GROUP_INPUT#,5,P   >,P   >,P   >,P   >,P   >,P   >
1000,#MSG_GROUP_INPUT#,11,DI  -Kontak Tipi,DI  -Contact Type,DI  -Тип контакт,DI  -Тип контакт,DI -Ty.Con.,DI -TY KONT
1000,#MSG_GROUP_INPUT#,5,P   >,P   >,P   >,P   >,P   >,P   >
1000,#MSG_GROUP_INPUT#,11,DI  -Tipi,DI  -Type,DI  -Type,DI  -Type,DI -Type,DI -Type
1000,#MSG_GROUP_INPUT#,5,P   >,P   >,P   >,P   >,P   >,P   >
1000,#MSG_GROUP_OUTPUT#,16,DO  -Fonksiyon  ,DO  -Function,DO  -Функция,DO  -Функція,DO -Fonction.,DO -FUNKCIA.
1000,#MSG_GROUP_OUTPUT#,5,P   >,P   >,P   >,P   >,P   >,P   >
1000,#MSG_GROUP_OUTPUT#,11,DO  -Gecikme    ,DO  -Delay      ,DO  -Задержка,DO  -Затримка,DO -Delai,DO -ONESKOR
1000,#MSG_GROUP_OUTPUT#,5,P   >,P   >,P   >,P   >,P   >,P   >
1000,#MSG_GROUP_OUTPUT#,11,DO  -Kontak Tipi,DO  -Contact Type,DO  -Тип контакт,DO  -Тип контакт,DO -Ty.Con.,DO -TY KONT
1000,#MSG_GROUP_OUTPUT#,5,P   >,P   >,P   >,P   >,P   >,P   >
1000,#MSG_GROUP_OUTPUT#,11,DO  -Tipi,DO  -Type,DO  -Type,DO  -Type,DI -Type,DI -Type
1000,#MSG_GROUP_OUTPUT#,5,P   >,P   >,P   >,P   >,P   >,P   >
1000,#MSG_GROUP_SERVICE#,16,Genel Bakim     ,General Maint.  ,Общее тех обсл,ЗагальнеТехобсл,Maint. Generale,VSEOBECNA UDRZBA
1000,#MSG_GROUP_SERVICE#,5,P140>,P140>,P140>,P140>,P140>,P140>
1000,#MSG_GROUP_SERVICE#,16,Rulman Bakim    ,Bearing Lubric. ,Смазка подшипник,Змащ. підш,Lubrif. Roulem.,VYMENA LOZISK
1000,#MSG_GROUP_SERVICE#,5,P141>,P141>,P141>,P141>,P141>,P141>
1000,#MSG_GROUP_SERVICE#,16,YagDegisim Bakim,Change Oil ,Замена масла,Заміна масла,Vidange,VYMENA OLEJA
1000,#MSG_GROUP_SERVICE#,5,P142>,P142>,P142>,P142>,P142>,P142>
1000,#MSG_GROUP_SERVICE#,16,HavaFiltre Bakim,Change AirFilter,Замен возд фильт,ЗамінаПовФільт,Ch. FiltreAir,VYME VZDUC FILTR
1000,#MSG_GROUP_SERVICE#,5,P143>,P143>,P143>,P143>,P143>,P143>
1000,#MSG_GROUP_SERVICE#,16,Yag Filtre Bakim,Change OilFilter,Замен масл фильт,ЗамінаМаслФільт,Ch. FiltreHuile,VYMENA OLE FILTR
1000,#MSG_GROUP_SERVICE#,5,P144>,P144>,P144>,P144>,P144>,P144>
1000,#MSG_GROUP_SERVICE#,16,Sep.Filtre Bakim,Change Seperator,Замен сепаратор,ЗамінаСепаратор,Ch. Separateur,VYMENA FILTR SEP
1000,#MSG_GROUP_SERVICE#,5,P145>,P145>,P145>,P145>,P145>,P145>
1000,#MSG_GROUP_SERVICE#,16,Reserved,Reserved,Reserved,Reserved,Reserve,Réservé
1000,#MSG_GROUP_SERVICE#,5,P146>,P146>,P146>,P146>,P146>,P146>
1000,#MSG_GROUP_SERVICE#,16,Reserved,Reserved,Reserved,Reserved,Reserve,Réservé
1000,#MSG_GROUP_SERVICE#,5,P147>,P147>,P147>,P147>,P147>,P147>
1000,#MSG_GROUP_SERVICE#,16,Durma Aktivasyon,Activate Stop,Акт-вать тревогу,Активувати трив,Arret Activ.,AKTIV FUNKC STOP
1000,#MSG_GROUP_SERVICE#,5,P148>,P148>,P148>,P148>,P148>,P148>
1000,#MSG_GROUP_SERVICE#,16,Bakim Sifirlama,Maintaince Reset,Сброс тех. обсл.,Скид.тех.обсл.,Reset Maint.,VYNULOVAN UDRZBY
1000,#MSG_GROUP_SERVICE#,5,P149>,P149>,P149>,P149>,P149>,P149>
1000,#MSG_GROUP_SERVICE_RESET#,10,Hayir,None  ,Нет,Ні,Aucun,ZIADNY
1000,#MSG_GROUP_SERVICE_RESET#,10,Genel,General  ,Общии,Загальні,General,VSEOBECNE
1000,#MSG_GROUP_SERVICE_RESET#,10,Rulman,Bearing ,Подшипник,Підшипник,Roulement,LOZISKO
1000,#MSG_GROUP_SERVICE_RESET#,10,YagDegisim,OilChange  ,Замен.масл,Замін.масл,Vidange,VYMENA OLE
1000,#MSG_GROUP_SERVICE_RESET#,10,Hava Filtre,Air Filter,Возд.фильт,Повітр.фільтр,Filtre Air,FILTR VZDU
1000,#MSG_GROUP_SERVICE_RESET#,10,Yag Filtre,Oil Filter  ,Масл.фильт,Масл.фільтр,Filt.Huile,FILTR OLEJ
1000,#MSG_GROUP_SERVICE_RESET#,10,Sep.Filtre,Sep.Filter  ,ФильтСепар,Фільтр сепар,Filt. Sep.,SEPARATOR
1000,#MSG_GROUP_SERVICELEFT#,16,Genel Bakim     ,General Maint.  ,Общее тех обсл,ЗагальнеТехобсл,Maint. Generale,VSEOBECNA UDRZBA
1000,#MSG_GROUP_SERVICELEFT#,5,P140>,P140>,P140>,P140>,P140>,P140>
1000,#MSG_GROUP_SERVICELEFT#,16,Rulman Bakim    ,Bearing Lubric. ,Смазка подшипник,Змащ. підш,Lubrif. Roulem.,Lubrif. Roulem.
1000,#MSG_GROUP_SERVICELEFT#,5,P141>,P141>,P141>,P141>,P141>,P141>
1000,#MSG_GROUP_SERVICELEFT#,16,YagDegisim Bakim,Change Oil ,Замена масла,Заміна масла,Vidange,Vidange
1000,#MSG_GROUP_SERVICELEFT#,5,P142>,P142>,P142>,P142>,P142>,P142>
1000,#MSG_GROUP_SERVICELEFT#,16,HavaFiltre Bakim,Change AirFilter,Замен возд фильт,ЗамінаПовФільт,Chang. FiltreAir,Chang. FiltreAir
1000,#MSG_GROUP_SERVICELEFT#,5,P143>,P143>,P143>,P143>,P143>,P143>
1000,#MSG_GROUP_SERVICELEFT#,16,Yag Filtre Bakim,Change OilFilter,Замен масл фильт,ЗамінаМаслФільт,Ch. FiltreHuile,Ch. FiltreHuile
1000,#MSG_GROUP_SERVICELEFT#,5,P144>,P144>,P144>,P144>,P144>,P144>
1000,#MSG_GROUP_SERVICELEFT#,16,Sep.Filtre Bakim,Change Seperator,Замен сепаратор,ЗамінаСепаратор,Change Separat.,Change Séparat.
1000,#MSG_GROUP_SERVICELEFT#,5,P145>,P145>,P145>,P145>,P145>,P145>
1000,#MSG_GROUP_SERVICELEFT#,16,Toplam Calisma  ,Total Hour,Общее время,Загальний час,Heure Tot.,Heure Tot.
1000,#MSG_GROUP_SERVICELEFT#,5,Pnon>,Pnon>,Pnon>,Pnon>,Pnon>,Pnon>
1000,#MSG_GROUP_SERVICELEFT#,16,Yukte Calisma   ,Loading Hour   ,Время в загрузке,Час в завант.,Heure Chargement,Heure Chargement
1000,#MSG_GROUP_SERVICELEFT#,5,Pnon>,Pnon>,Pnon>,Pnon>,Pnon>,Pnon>
1000,#MSG_GROUP_CALIB#,16,Cikis Bsn.Offset,OutPress. Offset,Смещ.вых.давлен,Зміщ.вих.тиск,Decal.Press.Ext.,VYST TLAK-OFFSET
1000,#MSG_GROUP_CALIB#,5,P150>,P150>,P150>,P150>,P150>,P150>
1000,#MSG_GROUP_CALIB#,16,Cikis Bsn.Kazanc,OutPress. Gain,Увел.вых.давлен,Збільш.вих.тиск,Gain Press.Ext.,VYSTUP TLAK-ZISK
1000,#MSG_GROUP_CALIB#,5,P151>,P151>,P151>,P151>,P151>,P151>
1000,#MSG_GROUP_CALIB#,16,Cikis Bsn.Limit,OutPress. Limit,Лимит.вых.давле,Ліміт.вих.тиск,Limite Press.Ext,VYSTU TLAK-LIMIT
1000,#MSG_GROUP_CALIB#,5,P152>,P152>,P152>,P152>,P152>,P152>
1000,#MSG_GROUP_CALIB#,16,Ic Basinc Offset ,Int.Press Offset,Смещ.внут.давлен,Зміщ.внут.тиск,Decal. Press.Int,VNUT TLAK-OFFSET
1000,#MSG_GROUP_CALIB#,5,P153>,P153>,P153>,P153>,P153>,P153>
1000,#MSG_GROUP_CALIB#,16,Ic Basinc Kazanc,Int.Press Gain,Увел.внут.давлен,Збільш.внут.тиск,Gain Press.Int.,VNUTOR TLAK-ZISK
1000,#MSG_GROUP_CALIB#,5,P154>,P154>,P154>,P154>,P154>,P154>
1000,#MSG_GROUP_CALIB#,16,Ic Basinc Limit,Int.Press Limit,Лимит.внут.давле,Ліміт.внут.тиск,Limite Press.Int,VNUTO TLAK-LIMIT
1000,#MSG_GROUP_CALIB#,5,P155>,P155>,P155>,P155>,P155>,P155>
1000,#MSG_GROUP_CALIB#,16,Sicaklik Offset ,Temperat. Offset,Смещ Температуры,Зміщ тем.,Decal. Temperat.,TEPLOTA - OFFSET
1000,#MSG_GROUP_CALIB#,5,P156>,P156>,P156>,P156>,P156>,P156>
1000,#MSG_GROUP_CALIB#,16,Sicaklik Kazanc ,Temperat. Gain  ,Увел Температуры,Збільш темп.,Gain Temperat.,TEPLOTA - ZISK
1000,#MSG_GROUP_CALIB#,5,P157>,P157>,P157>,P157>,P157>,P157>
1000,#MSG_GROUP_CALIB#,16,Vr Offset       ,Vr Offset       ,Смещ Фазы R,Зміщ фази R,Decalage Vr,VR OFFSET
1000,#MSG_GROUP_CALIB#,5,P158>,P158>,P158>,P158>,P158>,P158>
1000,#MSG_GROUP_CALIB#,16,Vr Kazanc       ,Vr Gain         ,КоэфУсилФазы R,КоефПідвФази R,Gain Vr,VR ZISK
1000,#MSG_GROUP_CALIB#,5,P159>,P159>,P159>,P159>,P159>,P159>
1000,#MSG_GROUP_CALIB#,16,Vs Offset      ,Vs Offset       ,Смещ Фазы S,Зміщ фази S,Decalage Vs,VS OFFSET
1000,#MSG_GROUP_CALIB#,5,P160>,P160>,P160>,P160>,P160>,P160>
1000,#MSG_GROUP_CALIB#,16,Vs Kazanc       ,Vs Gain         ,КоэфУсилФазы S,КоефПідвФази S,Gain Vs,VS ZISK
1000,#MSG_GROUP_CALIB#,5,P161>,P161>,P161>,P161>,P161>,P161>
1000,#MSG_GROUP_CALIB#,16,Vt Offset       ,Vt Offset       ,Смещ Фазы T,Зміщ фази Т,Decalage Vt,VT OFFSET
1000,#MSG_GROUP_CALIB#,5,P162>,P162>,P162>,P162>,P162>,P162>
